"","x"
"10348","mexican"
"10349","mexican"
"10350","chinese"
"10351","french"
"10352","chinese"
"10353","mexican"
"10354","moroccan"
"10355","mexican"
"10356","cajun_creole"
"10357","british"
"10358","mexican"
"10359","greek"
"10360","thai"
"10361","greek"
"10362","southern_us"
"10363","thai"
"10364","greek"
"10365","korean"
"10366","chinese"
"10367","italian"
"10368","indian"
"10369","mexican"
"10370","chinese"
"10371","mexican"
"10372","indian"
"10373","brazilian"
"10374","korean"
"10375","southern_us"
"10376","indian"
"10377","mexican"
"10378","southern_us"
"10379","italian"
"10380","italian"
"10381","southern_us"
"10382","mexican"
"10383","southern_us"
"10384","italian"
"10385","mexican"
"10386","indian"
"10387","chinese"
"10388","greek"
"10389","chinese"
"10390","chinese"
"10391","mexican"
"10392","italian"
"10393","korean"
"10394","italian"
"10395","korean"
"10396","brazilian"
"10397","southern_us"
"10398","thai"
"10399","filipino"
"10400","indian"
"10401","mexican"
"10402","moroccan"
"10403","italian"
"10404","southern_us"
"10405","southern_us"
"10406","indian"
"10407","indian"
"10408","moroccan"
"10409","thai"
"10410","southern_us"
"10411","chinese"
"10412","korean"
"10413","moroccan"
"10414","mexican"
"10415","chinese"
"10416","thai"
"10417","mexican"
"10418","french"
"10419","moroccan"
"10420","italian"
"10421","japanese"
"10422","irish"
"10423","italian"
"10424","italian"
"10425","filipino"
"10426","cajun_creole"
"10427","thai"
"10428","japanese"
"10429","mexican"
"10430","mexican"
"10431","indian"
"10432","southern_us"
"10433","indian"
"10434","mexican"
"10435","mexican"
"10436","mexican"
"10437","chinese"
"10438","cajun_creole"
"10439","italian"
"10440","thai"
"10441","italian"
"10442","chinese"
"10443","thai"
"10444","chinese"
"10445","mexican"
"10446","italian"
"10447","indian"
"10448","mexican"
"10449","italian"
"10450","greek"
"10451","thai"
"10452","korean"
"10453","mexican"
"10454","mexican"
"10455","thai"
"10456","southern_us"
"10457","chinese"
"10458","italian"
"10459","indian"
"10460","moroccan"
"10461","moroccan"
"10462","italian"
"10463","italian"
"10464","japanese"
"10465","greek"
"10466","mexican"
"10467","southern_us"
"10468","mexican"
"10469","mexican"
"10470","chinese"
"10471","russian"
"10472","vietnamese"
"10473","indian"
"10474","thai"
"10475","mexican"
"10476","italian"
"10477","thai"
"10478","italian"
"10479","thai"
"10480","italian"
"10481","brazilian"
"10482","cajun_creole"
"10483","cajun_creole"
"10484","italian"
"10485","greek"
"10486","mexican"
"10487","filipino"
"10488","thai"
"10489","indian"
"10490","italian"
"10491","greek"
"10492","mexican"
"10493","italian"
"10494","mexican"
"10495","thai"
"10496","southern_us"
"10497","mexican"
"10498","french"
"10499","thai"
"10500","japanese"
"10501","filipino"
"10502","indian"
"10503","indian"
"10504","chinese"
"10505","cajun_creole"
"10506","cajun_creole"
"10507","indian"
"10508","chinese"
"10509","chinese"
"10510","irish"
"10511","moroccan"
"10512","mexican"
"10513","jamaican"
"10514","mexican"
"10515","indian"
"10516","italian"
"10517","indian"
"10518","italian"
"10519","indian"
"10520","italian"
"10521","mexican"
"10522","indian"
"10523","french"
"10524","italian"
"10525","chinese"
"10526","cajun_creole"
"10527","korean"
"10528","mexican"
"10529","mexican"
"10530","italian"
"10531","italian"
"10532","mexican"
"10533","vietnamese"
"10534","brazilian"
"10535","mexican"
"10536","indian"
"10537","italian"
"10538","indian"
"10539","italian"
"10540","vietnamese"
"10541","indian"
"10542","greek"
"10543","moroccan"
"10544","british"
"10545","mexican"
"10546","brazilian"
"10547","italian"
"10548","mexican"
"10549","french"
"10550","thai"
"10551","thai"
"10552","indian"
"10553","spanish"
"10554","japanese"
"10555","greek"
"10556","italian"
"10557","italian"
"10558","spanish"
"10559","italian"
"10560","indian"
"10561","mexican"
"10562","italian"
"10563","southern_us"
"10564","chinese"
"10565","thai"
"10566","southern_us"
"10567","greek"
"10568","italian"
"10569","italian"
"10570","vietnamese"
"10571","chinese"
"10572","italian"
"10573","cajun_creole"
"10574","southern_us"
"10575","chinese"
"10576","cajun_creole"
"10577","brazilian"
"10578","italian"
"10579","mexican"
"10580","japanese"
"10581","italian"
"10582","japanese"
"10583","chinese"
"10584","greek"
"10585","brazilian"
"10586","spanish"
"10587","italian"
"10588","moroccan"
"10589","french"
"10590","indian"
"10591","italian"
"10592","italian"
"10593","italian"
"10594","italian"
"10595","italian"
"10596","mexican"
"10597","southern_us"
"10598","japanese"
"10599","italian"
"10600","thai"
"10601","southern_us"
"10602","chinese"
"10603","french"
"10604","chinese"
"10605","southern_us"
"10606","mexican"
"10607","chinese"
"10608","cajun_creole"
"10609","indian"
"10610","mexican"
"10611","southern_us"
"10612","mexican"
"10613","moroccan"
"10614","chinese"
"10615","italian"
"10616","chinese"
"10617","mexican"
"10618","mexican"
"10619","southern_us"
"10620","thai"
"10621","vietnamese"
"10622","southern_us"
"10623","southern_us"
"10624","korean"
"10625","indian"
"10626","southern_us"
"10627","mexican"
"10628","italian"
"10629","greek"
"10630","southern_us"
"10631","italian"
"10632","mexican"
"10633","indian"
"10634","italian"
"10635","korean"
"10636","italian"
"10637","italian"
"10638","french"
"10639","thai"
"10640","mexican"
"10641","cajun_creole"
"10642","mexican"
"10643","vietnamese"
"10644","italian"
"10645","chinese"
"10646","french"
"10647","thai"
"10648","cajun_creole"
"10649","italian"
"10650","italian"
"10651","indian"
"10652","mexican"
"10653","greek"
"10654","thai"
"10655","italian"
"10656","brazilian"
"10657","italian"
"10658","indian"
"10659","italian"
"10660","spanish"
"10661","italian"
"10662","mexican"
"10663","mexican"
"10664","thai"
"10665","jamaican"
"10666","mexican"
"10667","mexican"
"10668","mexican"
"10669","italian"
"10670","greek"
"10671","mexican"
"10672","mexican"
"10673","italian"
"10674","mexican"
"10675","indian"
"10676","italian"
"10677","filipino"
"10678","italian"
"10679","vietnamese"
"10680","mexican"
"10681","mexican"
"10682","thai"
"10683","korean"
"10684","italian"
"10685","greek"
"10686","mexican"
"10687","italian"
"10688","vietnamese"
"10689","italian"
"10690","southern_us"
"10691","moroccan"
"10692","korean"
"10693","italian"
"10694","italian"
"10695","indian"
"10696","indian"
"10697","indian"
"10698","filipino"
"10699","indian"
"10700","filipino"
"10701","mexican"
"10702","greek"
"10703","italian"
"10704","mexican"
"10705","greek"
"10706","thai"
"10707","italian"
"10708","italian"
"10709","thai"
"10710","mexican"
"10711","southern_us"
"10712","chinese"
"10713","indian"
"10714","mexican"
"10715","cajun_creole"
"10716","southern_us"
"10717","italian"
"10718","spanish"
"10719","mexican"
"10720","korean"
"10721","moroccan"
"10722","mexican"
"10723","mexican"
"10724","mexican"
"10725","mexican"
"10726","chinese"
"10727","indian"
"10728","indian"
"10729","moroccan"
"10730","mexican"
"10731","italian"
"10732","mexican"
"10733","mexican"
"10734","french"
"10735","greek"
"10736","italian"
"10737","cajun_creole"
"10738","mexican"
"10739","chinese"
"10740","chinese"
"10741","greek"
"10742","italian"
"10743","spanish"
"10744","mexican"
"10745","southern_us"
"10746","italian"
"10747","mexican"
"10748","mexican"
"10749","korean"
"10750","italian"
"10751","moroccan"
"10752","indian"
"10753","mexican"
"10754","greek"
"10755","japanese"
"10756","italian"
"10757","indian"
"10758","italian"
"10759","japanese"
"10760","italian"
"10761","italian"
"10762","italian"
"10763","irish"
"10764","italian"
"10765","vietnamese"
"10766","indian"
"10767","russian"
"10768","mexican"
"10769","thai"
"10770","indian"
"10771","italian"
"10772","cajun_creole"
"10773","mexican"
"10774","greek"
"10775","italian"
"10776","mexican"
"10777","filipino"
"10778","italian"
"10779","italian"
"10780","italian"
"10781","italian"
"10782","mexican"
"10783","thai"
"10784","southern_us"
"10785","mexican"
"10786","italian"
"10787","thai"
"10788","italian"
"10789","british"
"10790","mexican"
"10791","indian"
"10792","thai"
"10793","chinese"
"10794","italian"
"10795","mexican"
"10796","mexican"
"10797","italian"
"10798","chinese"
"10799","thai"
"10800","southern_us"
"10801","italian"
"10802","indian"
"10803","mexican"
"10804","thai"
"10805","moroccan"
"10806","italian"
"10807","italian"
"10808","mexican"
"10809","mexican"
"10810","southern_us"
"10811","mexican"
"10812","mexican"
"10813","southern_us"
"10814","vietnamese"
"10815","italian"
"10816","chinese"
"10817","italian"
"10818","mexican"
"10819","mexican"
"10820","italian"
"10821","mexican"
"10822","japanese"
"10823","brazilian"
"10824","mexican"
"10825","irish"
"10826","italian"
"10827","filipino"
"10828","mexican"
"10829","moroccan"
"10830","indian"
"10831","italian"
"10832","southern_us"
"10833","southern_us"
"10834","italian"
"10835","chinese"
"10836","french"
"10837","mexican"
"10838","filipino"
"10839","thai"
"10840","brazilian"
"10841","mexican"
"10842","mexican"
"10843","italian"
"10844","cajun_creole"
"10845","mexican"
"10846","japanese"
"10847","mexican"
"10848","mexican"
"10849","greek"
"10850","chinese"
"10851","chinese"
"10852","italian"
"10853","brazilian"
"10854","vietnamese"
"10855","italian"
"10856","chinese"
"10857","japanese"
"10858","korean"
"10859","mexican"
"10860","southern_us"
"10861","italian"
"10862","thai"
"10863","italian"
"10864","italian"
"10865","cajun_creole"
"10866","chinese"
"10867","indian"
"10868","french"
"10869","greek"
"10870","italian"
"10871","southern_us"
"10872","mexican"
"10873","thai"
"10874","filipino"
"10875","southern_us"
"10876","italian"
"10877","mexican"
"10878","indian"
"10879","indian"
"10880","korean"
"10881","moroccan"
"10882","indian"
"10883","chinese"
"10884","indian"
"10885","chinese"
"10886","italian"
"10887","italian"
"10888","french"
"10889","italian"
"10890","mexican"
"10891","mexican"
"10892","chinese"
"10893","southern_us"
"10894","southern_us"
"10895","italian"
"10896","vietnamese"
"10897","indian"
"10898","mexican"
"10899","italian"
"10900","chinese"
"10901","jamaican"
"10902","indian"
"10903","italian"
"10904","indian"
"10905","greek"
"10906","french"
"10907","jamaican"
"10908","mexican"
"10909","irish"
"10910","korean"
"10911","cajun_creole"
"10912","indian"
"10913","chinese"
"10914","cajun_creole"
"10915","moroccan"
"10916","southern_us"
"10917","korean"
"10918","indian"
"10919","russian"
"10920","spanish"
"10921","mexican"
"10922","russian"
"10923","mexican"
"10924","mexican"
"10925","thai"
"10926","italian"
"10927","irish"
"10928","thai"
"10929","italian"
"10930","italian"
"10931","korean"
"10932","italian"
"10933","mexican"
"10934","indian"
"10935","jamaican"
"10936","mexican"
"10937","mexican"
"10938","italian"
"10939","italian"
"10940","chinese"
"10941","italian"
"10942","southern_us"
"10943","mexican"
"10944","southern_us"
"10945","mexican"
"10946","korean"
"10947","thai"
"10948","mexican"
"10949","mexican"
"10950","chinese"
"10951","indian"
"10952","indian"
"10953","korean"
"10954","italian"
"10955","italian"
"10956","italian"
"10957","brazilian"
"10958","greek"
"10959","indian"
"10960","mexican"
"10961","mexican"
"10962","greek"
"10963","french"
"10964","italian"
"10965","moroccan"
"10966","spanish"
"10967","russian"
"10968","mexican"
"10969","british"
"10970","italian"
"10971","mexican"
"10972","mexican"
"10973","mexican"
"10974","italian"
"10975","vietnamese"
"10976","jamaican"
"10977","japanese"
"10978","mexican"
"10979","mexican"
"10980","greek"
"10981","mexican"
"10982","indian"
"10983","italian"
"10984","greek"
"10985","korean"
"10986","moroccan"
"10987","italian"
"10988","indian"
"10989","thai"
"10990","spanish"
"10991","mexican"
"10992","italian"
"10993","japanese"
"10994","mexican"
"10995","southern_us"
"10996","mexican"
"10997","italian"
"10998","spanish"
"10999","chinese"
"11000","southern_us"
"11001","indian"
"11002","italian"
"11003","thai"
"11004","japanese"
"11005","mexican"
"11006","indian"
"11007","mexican"
"11008","southern_us"
"11009","french"
"11010","italian"
"11011","indian"
"11012","italian"
"11013","mexican"
"11014","italian"
"11015","chinese"
"11016","chinese"
"11017","korean"
"11018","southern_us"
"11019","japanese"
"11020","jamaican"
"11021","korean"
"11022","italian"
"11023","mexican"
"11024","indian"
"11025","southern_us"
"11026","mexican"
"11027","greek"
"11028","italian"
"11029","spanish"
"11030","vietnamese"
"11031","chinese"
"11032","italian"
"11033","italian"
"11034","indian"
"11035","italian"
"11036","vietnamese"
"11037","indian"
"11038","mexican"
"11039","italian"
"11040","brazilian"
"11041","italian"
"11042","italian"
"11043","moroccan"
"11044","mexican"
"11045","italian"
"11046","mexican"
"11047","mexican"
"11048","italian"
"11049","italian"
"11050","italian"
"11051","italian"
"11052","thai"
"11053","mexican"
"11054","korean"
"11055","italian"
"11056","mexican"
"11057","mexican"
"11058","thai"
"11059","greek"
"11060","southern_us"
"11061","italian"
"11062","chinese"
"11063","chinese"
"11064","filipino"
"11065","mexican"
"11066","italian"
"11067","southern_us"
"11068","cajun_creole"
"11069","italian"
"11070","mexican"
"11071","italian"
"11072","mexican"
"11073","indian"
"11074","mexican"
"11075","southern_us"
"11076","mexican"
"11077","irish"
"11078","mexican"
"11079","mexican"
"11080","indian"
"11081","mexican"
"11082","mexican"
"11083","mexican"
"11084","italian"
"11085","chinese"
"11086","indian"
"11087","spanish"
"11088","southern_us"
"11089","indian"
"11090","mexican"
"11091","jamaican"
"11092","mexican"
"11093","mexican"
"11094","moroccan"
"11095","moroccan"
"11096","korean"
"11097","mexican"
"11098","mexican"
"11099","thai"
"11100","mexican"
"11101","mexican"
"11102","italian"
"11103","chinese"
"11104","southern_us"
"11105","korean"
"11106","mexican"
"11107","chinese"
"11108","mexican"
"11109","italian"
"11110","brazilian"
"11111","southern_us"
"11112","japanese"
"11113","southern_us"
"11114","greek"
"11115","mexican"
"11116","korean"
"11117","southern_us"
"11118","mexican"
"11119","mexican"
"11120","french"
"11121","vietnamese"
"11122","italian"
"11123","mexican"
"11124","spanish"
"11125","thai"
"11126","southern_us"
"11127","mexican"
"11128","mexican"
"11129","chinese"
"11130","chinese"
"11131","jamaican"
"11132","mexican"
"11133","italian"
"11134","indian"
"11135","greek"
"11136","mexican"
"11137","thai"
"11138","mexican"
"11139","spanish"
"11140","thai"
"11141","indian"
"11142","southern_us"
"11143","spanish"
"11144","thai"
"11145","italian"
"11146","mexican"
"11147","mexican"
"11148","chinese"
"11149","mexican"
"11150","cajun_creole"
"11151","mexican"
"11152","mexican"
"11153","southern_us"
"11154","korean"
"11155","mexican"
"11156","italian"
"11157","indian"
"11158","moroccan"
"11159","jamaican"
"11160","southern_us"
"11161","irish"
"11162","italian"
"11163","italian"
"11164","cajun_creole"
"11165","greek"
"11166","chinese"
"11167","vietnamese"
"11168","indian"
"11169","italian"
"11170","mexican"
"11171","mexican"
"11172","mexican"
"11173","indian"
"11174","italian"
"11175","mexican"
"11176","chinese"
"11177","spanish"
"11178","mexican"
"11179","mexican"
"11180","indian"
"11181","italian"
"11182","italian"
"11183","mexican"
"11184","italian"
"11185","chinese"
"11186","mexican"
"11187","italian"
"11188","mexican"
"11189","indian"
"11190","indian"
"11191","southern_us"
"11192","spanish"
"11193","cajun_creole"
"11194","mexican"
"11195","moroccan"
"11196","greek"
"11197","italian"
"11198","irish"
"11199","italian"
"11200","russian"
"11201","italian"
"11202","chinese"
"11203","italian"
"11204","southern_us"
"11205","vietnamese"
"11206","indian"
"11207","indian"
"11208","russian"
"11209","brazilian"
"11210","cajun_creole"
"11211","italian"
"11212","mexican"
"11213","chinese"
"11214","italian"
"11215","mexican"
"11216","mexican"
"11217","thai"
"11218","mexican"
"11219","mexican"
"11220","moroccan"
"11221","mexican"
"11222","italian"
"11223","greek"
"11224","chinese"
"11225","italian"
"11226","mexican"
"11227","mexican"
"11228","mexican"
"11229","italian"
"11230","italian"
"11231","southern_us"
"11232","cajun_creole"
"11233","indian"
"11234","italian"
"11235","vietnamese"
"11236","indian"
"11237","italian"
"11238","korean"
"11239","greek"
"11240","mexican"
"11241","italian"
"11242","italian"
"11243","filipino"
"11244","indian"
"11245","mexican"
"11246","italian"
"11247","italian"
"11248","italian"
"11249","mexican"
"11250","indian"
"11251","chinese"
"11252","chinese"
"11253","french"
"11254","mexican"
"11255","cajun_creole"
"11256","southern_us"
"11257","italian"
"11258","italian"
"11259","southern_us"
"11260","greek"
"11261","mexican"
"11262","chinese"
"11263","jamaican"
"11264","mexican"
"11265","greek"
"11266","greek"
"11267","italian"
"11268","mexican"
"11269","thai"
"11270","italian"
"11271","thai"
"11272","indian"
"11273","chinese"
"11274","southern_us"
"11275","italian"
"11276","mexican"
"11277","italian"
"11278","mexican"
"11279","mexican"
"11280","british"
"11281","japanese"
"11282","chinese"
"11283","mexican"
"11284","southern_us"
"11285","french"
"11286","thai"
"11287","moroccan"
"11288","southern_us"
"11289","greek"
"11290","spanish"
"11291","italian"
